trade_date,name,open,high,low,close,volume,marketCap
2025-02-15T00:00:00.000Z,2787,710816.6087128200,714218.4265356950,708861.5889586920,711341.2309256460,124271161789.25300,14102268546345.500
2025-02-14T00:00:00.000Z,2787,706225.0488395470,720374.1648477020,699458.4060319480,710820.8888012120,238991223906.38000,14128020336585.700
2025-02-13T00:00:00.000Z,2787,715473.7425218650,716672.0603105340,695278.3282510690,706228.6897761480,271511333169.71900,14000099434437.900
2025-02-12T00:00:00.000Z,2787,699633.4871587430,717390.7633506360,687813.9254780850,715452.6673635600,360540786295.97200,14177750130600.200
2025-02-11T00:00:00.000Z,2787,711805.0361030580,719195.165158323,693318.3214057590,699693.5024656920,273863059557.80700,13865012419082.600
2025-02-10T00:00:00.000Z,2787,703268.7798387420,718383.172562206,694765.0212715520,711810.5870667420,292087462111.53100,14078140544599.200
2025-02-09T00:00:00.000Z,2787,703136.5293619980,709287.190470471,690484.5147714450,703273.3908125390,202111841741.17700,13940303463893.200
2025-02-08T00:00:00.000Z,2787,703515.098379666,706026.0843032330,697460.6238949430,703144.7981949760,163593082862.35800,13937379559436.600
2025-02-07T00:00:00.000Z,2787,703961.9054446820,729993.5045240720,697106.3951399620,703484.6474036610,406287117879.1820,13946428983907.300
2025-02-06T00:00:00.000Z,2787,702475.2872294350,722958.9715075670,697649.1565004400,704049.2474348100,329403334021.83500,13919619438862.300
2025-02-05T00:00:00.000Z,2787,703047.9562653360,721038.675608171,699325.626570438,702529.5434292490,352866507853.84400,13755351272249.700
2025-02-04T00:00:00.000Z,2787,729655.0279502060,732130.909657515,691197.5206753530,703111.1393186670,525316028783.257,13954634487180.900
2025-02-03T00:00:00.000Z,2787,702014.5528820040,737784.2637557520,656720.7195070800,729733.7054653100,829363171935.5220,14442386194733.000
2025-02-02T00:00:00.000Z,2787,723434.329707771,728961.9092088810,691485.7080184300,702071.1564683580,453428269362.00400,13911823118721.700
2025-02-01T00:00:00.000Z,2787,735948.429495719,738484.8517427460,720819.576756974,723393.8627341310,199490798035.7580,14337258832608.800
2025-01-31T00:00:00.000Z,2787,752193.7503945530,761947.7637103140,729765.4233374660,735964.4486504740,328438993801.341,14574750051430.600
2025-01-30T00:00:00.000Z,2787,743585.588255846,763214.1109800880,740816.1951121690,752554.571490158,300531696643.7000,14882225542716.700
2025-01-29T00:00:00.000Z,2787,734673.6536184690,759457.6824149580,734429.2552316380,743552.0242496370,343939279639.9140,14902546913863.300
2025-01-28T00:00:00.000Z,2787,740288.768123276,752146.9969738790,726775.1557439550,734782.051572296,342104791482.7180,14556413367554.900
2025-01-27T00:00:00.000Z,2787,743834.6016676490,747701.594711019,710653.7288736310,740232.7454856430,644779892641.0900,14655359673301.900
2025-01-26T00:00:00.000Z,2787,758552.9879591750,763808.0848725760,742584.3151578600,743850.491357814,163306614090.32200,14739606635098.800
2025-01-25T00:00:00.000Z,2787,759355.7823730980,762396.5435009190,754258.4216128110,758563.3624981320,173054279560.0640,15028316321837.800
2025-01-24T00:00:00.000Z,2787,757629.0249552220,775875.4104341720,745776.1962749360,759322.8275613750,381768743125.0110,15135443089096.800
2025-01-23T00:00:00.000Z,2787,753798.6094262970,778559.9665200970,737926.3664218080,757588.9587719440,757048036192.8390,14979002758475.500
2025-01-22T00:00:00.000Z,2787,777464.9284749960,778621.9856455230,751666.8865148490,753765.1195294760,394665757935.7560,15044767273221.500
2025-01-21T00:00:00.000Z,2787,745086.2580781930,785116.3519953250,730857.7170346510,777537.2984637570,647846398205.731,15353397583422.500
2025-01-20T00:00:00.000Z,2787,740441.5266448730,798099.0021419890,728630.6883778320,746180.4729201690,925002432311.5730,14810912568935.100
2025-01-19T00:00:00.000Z,2787,764812.6757753640,778646.024223939,729357.1280334570,740484.4002884000,562486226446.2760,14669893238685.700
2025-01-18T00:00:00.000Z,2787,762715.292270718,768489.2355202910,748809.993950601,764789.0929948350,369514428190.3080,15152362728356.200
2025-01-17T00:00:00.000Z,2787,733418.9171147540,775633.7532992690,732855.3566025280,765184.4622077340,527111514256.1880,15173056009772.50
2025-01-16T00:00:00.000Z,2787,736814.3954924520,738839.9078145450,713934.5153613800,731447.584580702,396640234788.52300,14485810347571.300
2025-01-15T00:00:00.000Z,2787,707787.625047659,738251.7040120640,707559.7068567220,736808.4918667700,423833032035.59800,14598836186903.800
2025-01-14T00:00:00.000Z,2787,692899.9375528680,713692.3852660200,691447.4180212170,707777.958777353,394174739484.01500,14019965625325.200
2025-01-13T00:00:00.000Z,2787,692858.6996419570,702743.9715566030,654472.9066029390,692881.7460652340,535133100482.7370,13729567141025.100
2025-01-12T00:00:00.000Z,2787,693422.0978064590,699301.5334199760,687165.7343408160,692855.3917725950,153144399825.51600,13725101960372.20
2025-01-11T00:00:00.000Z,2787,694412.8351947070,696442.8903403830,688100.8871455130,693428.461442479,138301278169.6370,13735891548445.100
2025-01-10T00:00:00.000Z,2787,678183.4858956520,702257.1636515150,676442.255014928,694417.3698038140,455023650891.9800,13754273624023.400
2025-01-09T00:00:00.000Z,2787,696820.8339811990,699075.5528255370,668849.4596208530,678106.8316807900,460257771829.5660,13432731268201.30
2025-01-08T00:00:00.000Z,2787,710110.0484756860,712563.0942867820,678371.7345665460,696821.0965695650,467983288424.7510,13792572272291.300
2025-01-07T00:00:00.000Z,2787,748638.5474044720,752112.1765182640,704290.0144183200,710099.3540962370,429681164765.58400,14056166791034.800
2025-01-06T00:00:00.000Z,2787,719724.4739071890,750430.8442053770,716878.1628352870,747491.2803479300,379378621459.5000,14800862052542.000
2025-01-05T00:00:00.000Z,2787,719131.1306280920,723372.7066034430,712234.0919772430,719724.4921031090,150257180469.26300,14254595791499.000
2025-01-04T00:00:00.000Z,2787,718202.0570025670,722795.2549086600,714219.5218807110,719148.138688466,163561296693.7610,14243358060558.200
2025-01-03T00:00:00.000Z,2787,707197.8691797310,724424.0069021300,702051.442604086,718205.2429950690,259948910932.34700,14184748117347.000
2025-01-02T00:00:00.000Z,2787,689040.6175934,713461.5670390400,687473.6407349730,707235.4566067940,335773200116.43100,14002700729332.000
2025-01-01T00:00:00.000Z,2787,681807.0528786890,692788.6603895870,677158.4784896340,689065.9482993320,178943697340.80600,13645979505736.200
2024-12-31T00:00:00.000Z,2787,676212.3549922110,701394.1442325630,670834.5317761820,681836.9791973240,318424017356.787,13504673232462.50
2024-12-30T00:00:00.000Z,2787,682636.3090945920,692726.6353810880,666532.9034364480,676212.0877161510,410105001342.951,13390692576479.00
2024-12-29T00:00:00.000Z,2787,694656.3934900930,694662.4024790080,677877.4317113900,682600.4070392090,216306399384.1600,13518248876909.200
2024-12-28T00:00:00.000Z,2787,687256.3672022900,697224.4281289020,686191.4742867500,694582.5063444690,175955355226.20800,13755933232087.600
2024-12-27T00:00:00.000Z,2787,698483.6160228790,710184.2724766300,681037.7947295400,687290.4827105800,382576408436.32800,13607986203248.000
2024-12-26T00:00:00.000Z,2787,724694.4523094870,728977.5845860370,694430.4523456570,699144.4187842610,343416661409.21500,13844229819126.1
2024-12-25T00:00:00.000Z,2787,719899.9752903570,726015.8060674520,712002.920936438,724705.3685222780,245864599056.13000,14344682278550.200
2024-12-24T00:00:00.000Z,2787,691006.3684442770,725202.3293956080,682002.2953399470,719901.3361682840,343844931913.81000,14259209805245.100
2024-12-23T00:00:00.000Z,2787,693883.2034591960,703761.2287054110,674422.7350267200,691048.5812935210,476009860895.407,13683041551051.700
2024-12-22T00:00:00.000Z,2787,709343.7374173780,710379.4353661360,687336.8317379460,693923.6431449820,314824930857.27300,13738780570478.800
2024-12-21T00:00:00.000Z,2787,713268.28078131,726043.5941587590,703566.4659181420,709390.4932985140,377700585142.5130,14044562661028.200
2024-12-20T00:00:00.000Z,2787,711287.3454491440,715817.9459029200,672546.9866387380,713266.3688221430,770748526178.6950,14121886407363.700
2024-12-19T00:00:00.000Z,2787,729165.063950966,749691.6078373060,697541.5469922570,711332.9674543020,708405643017.3890,14063265993920.900
2024-12-18T00:00:00.000Z,2787,773346.7343439360,775659.6614895280,728952.7009046900,728952.7009046900,683867624369.5650,14447304409843.900
2024-12-17T00:00:00.000Z,2787,772253.3287191890,788800.5980492120,767071.3687128880,773266.1003464320,499556921142.0220,15304723281987.700
2024-12-16T00:00:00.000Z,2787,758850.4916856820,785041.4072844180,751788.3552882550,772246.2639447300,662273662073.332,15273274425006.600
2024-12-15T00:00:00.000Z,2787,737603.9631752070,764336.4195036580,736537.9769246180,758887.7404952660,372142785855.35800,15026196681932.700
2024-12-14T00:00:00.000Z,2787,738170.8222215140,746665.2660593020,732223.4661261840,737599.8384848970,294121563235.25900,14601739348521.900
2024-12-13T00:00:00.000Z,2787,727199.0841013850,741373.5366260460,721951.8677875130,738227.6809490770,413545191357.57200,14598428048365.700
2024-12-12T00:00:00.000Z,2787,734660.3809040820,745325.3402286760,722112.0300267430,727202.547544432,523386853619.7130,14381563225053.600
2024-12-11T00:00:00.000Z,2787,700727.4499129070,740166.1775797310,693621.6500667940,734759.032281864,619062104611.8700,14518848296227.900
2024-12-10T00:00:00.000Z,2787,707491.5710906190,712456.1400200140,683932.8796265890,700858.2229911400,761094024046.4760,13891426218279.30
2024-12-09T00:00:00.000Z,2787,736039.5922488050,736297.2767790010,685061.6565291290,707449.245799388,804668423825.3460,14021173454357.400
2024-12-08T00:00:00.000Z,2787,726462.3116871700,737208.3379104920,718098.5394551660,736016.1863343070,320807454222.36200,14566329229334.700
2024-12-07T00:00:00.000Z,2787,726424.4891666290,731125.9398039740,719984.2540641680,726472.6342230370,321183757473.0040,14377174166238.800
2024-12-06T00:00:00.000Z,2787,704778.2871269400,741809.2490088950,700717.3033290540,726453.5723039050,686341356451.0250,14357996330067.000
2024-12-05T00:00:00.000Z,2787,717258.5420675610,755501.8931713690,667929.5549087600,701288.6534106910,1083926420690.5400,13887152236351.000
2024-12-04T00:00:00.000Z,2787,699257.2339638660,720642.0093288880,687689.769315153,717454.5841620060,562385227697.3380,14235636335514.500
2024-12-03T00:00:00.000Z,2787,697006.7052434590,702555.4824848760,682110.0697381590,699346.95057065,487683587404.5780,13812450290649.200
2024-12-02T00:00:00.000Z,2787,704443.6824647070,710772.0402057560,687088.830519769,697103.7138801300,526332435702.3280,13737461739782.500
2024-12-01T00:00:00.000Z,2787,698544.0627063050,708876.45124832,693538.9448405740,704471.0764058410,264978838126.78800,13938715224147.700
2024-11-30T00:00:00.000Z,2787,705839.8990851160,706060.9878705200,696247.596730765,698455.1274793770,229085587940.54900,13821892181457.800
2024-11-29T00:00:00.000Z,2787,692898.1017973240,714805.0090850000,691010.6986271930,705787.1162723350,398182142122.24300,13971991105412.300
2024-11-28T00:00:00.000Z,2787,695423.8675354080,700414.3616885310,686571.7701496730,692925.5881027410,378749183867.9400,13718375308484.600
2024-11-27T00:00:00.000Z,2787,666450.5976293050,705595.957724451,665005.2344764150,695450.0397076230,515415213004.23200,13758046643102.400
2024-11-26T00:00:00.000Z,2787,674487.1589990850,688286.4723405280,657702.6330808060,666502.6094239440,664120228742.4090,13187653115674.800
2024-11-25T00:00:00.000Z,2787,710056.225478388,716853.5599633050,671267.4003560970,674595.9555438340,586027236815.0670,13343469556764.20
2024-11-24T00:00:00.000Z,2787,708206.7591686540,714501.5072170510,693793.0416789150,710111.9584750700,374550165371.5910,14036353033632.700
2024-11-23T00:00:00.000Z,2787,717105.8342959910,717163.31176527,704257.8448327170,708200.8373238040,321695271393.2640,14012506390097.000
2024-11-22T00:00:00.000Z,2787,712862.0449176810,721914.4153637200,704543.5012508320,717040.0664485950,567947867704.6740,14177816085960.800
2024-11-21T00:00:00.000Z,2787,683445.0571060330,716496.5633681260,681642.403379984,712662.0031668150,768136940490.0240,14118842032245.000
2024-11-20T00:00:00.000Z,2787,668481.4401839360,687593.6314162860,663358.7242167390,683508.5093696820,519274739761.3610,13511441421400.80
2024-11-19T00:00:00.000Z,2787,655178.6902923700,680505.577283626,654383.922407231,668476.7106854130,539279018090.2410,13220954662256.500
2024-11-18T00:00:00.000Z,2787,649794.6722013680,670289.6356300000,647352.625500413,655220.897543405,546312493296.8990,12955256037043.800
2024-11-17T00:00:00.000Z,2787,654964.0844554200,661289.4654368480,641777.9524649550,649810.1188678350,335227527176.87700,12855958995737.100
2024-11-16T00:00:00.000Z,2787,658623.0287267130,663682.7530738170,651606.4849817100,654964.1721430530,320639817024.35500,12957282855742.200
2024-11-15T00:00:00.000Z,2787,631090.8290542250,664275.8678263560,630209.2578820600,658634.8953040180,565721154749.961,13024924119515.300
2024-11-14T00:00:00.000Z,2787,654349.1779208540,664215.0253162940,626742.7632431270,630846.7932447070,632978125392.7850,12480600807414.500
2024-11-13T00:00:00.000Z,2787,635962.277684178,675156.6516893170,623128.7022288770,654407.1952985040,893653024963.1710,12958921026650.000
2024-11-12T00:00:00.000Z,2787,639859.8483109250,650990.9705855110,615492.6304488070,636149.1901159990,964225509391.8490,12546681480782.900
2024-11-11T00:00:00.000Z,2787,577717.1507318340,646362.0451369660,576366.2799974000,639830.4439977820,846902855215.9690,12597146800567.100
2024-11-10T00:00:00.000Z,2787,551186.9840602280,584917.9249988980,549678.5345767670,577737.0543078450,592790811995.2090,11427495984380.600
2024-11-09T00:00:00.000Z,2787,549612.2073700040,552315.6992340870,543995.1825196170,551210.8473624120,208264861408.77100,10902984735901.100
2024-11-08T00:00:00.000Z,2787,542128.3913229640,554612.9260355980,540729.6372135280,549535.2859163840,394095190597.9040,10815417446954.60
2024-11-07T00:00:00.000Z,2787,542922.9959398980,549589.3034088820,534389.5605121390,542142.8610782400,455570827513.9230,10776316965220.500
2024-11-06T00:00:00.000Z,2787,492819.9000359090,548647.476539147,492560.7654358780,542929.7375920920,842648243468.6940,10629706063449.600
2024-11-05T00:00:00.000Z,2787,481391.5265870730,501071.4526448090,479025.433576465,492806.6535673160,326886866460.12300,9738323423816.660
2024-11-04T00:00:00.000Z,2787,489629.6025983370,493718.4875543970,474245.7916851580,481373.5599452000,293347112772.3420,9552656524013.300
2024-11-03T00:00:00.000Z,2787,493570.4108335720,494035.3452975050,480651.0356754160,489540.3750337480,248353008104.79100,9683429295523.050
2024-11-02T00:00:00.000Z,2787,494921.1538630840,497637.2003136220,491619.9618278970,493519.8019785790,129521718081.63900,9761295619436.960
2024-11-01T00:00:00.000Z,2787,499944.3064113140,509671.9396173150,489745.8562812870,494895.8397592970,355927342999.43400,9784216504319.67
2024-10-31T00:00:00.000Z,2787,514721.7066831880,517239.3860716460,495366.0765854110,499932.1217039870,289100096752.0300,9881053953066.640
2024-10-30T00:00:00.000Z,2787,518540.5499442720,518754.006354678,508841.4629435180,514753.7142504440,289855239039.29100,10200761563178.100
2024-10-29T00:00:00.000Z,2787,498353.7583911620,524708.512956569,497083.6652360110,518555.2955837020,417315751673.59900,10250372723599.700
2024-10-28T00:00:00.000Z,2787,483684.1557631780,500318.5867300180,481815.8851849290,498337.4291928540,276297659241.72600,9843910469538.520
2024-10-27T00:00:00.000Z,2787,477280.8992879450,485810.8044012570,476025.7604142570,483731.3296534980,119074105530.73600,9565280577195.800
2024-10-26T00:00:00.000Z,2787,474469.8990782570,479377.6270064070,472560.4366463800,477218.3639930590,139488805780.96900,9437494293553.380
2024-10-25T00:00:00.000Z,2787,485282.3850538570,489521.6864987100,466587.2433416890,474567.2710524330,295233112268.84900,9378732622838.830
2024-10-24T00:00:00.000Z,2787,474994.2919353120,489738.5310062690,473571.8496712700,485252.1709211670,223868642868.5370,9604811926343.23
2024-10-23T00:00:00.000Z,2787,479801.9842918180,480089.5291301540,464549.4959043610,473415.7743688410,229806652861.94500,9355632801435.150
2024-10-22T00:00:00.000Z,2787,479534.1066328730,482930.2924819690,473972.7842310740,479795.0627586150,226441335348.808,9481253142387.920
2024-10-21T00:00:00.000Z,2787,490010.9673779190,493310.4640799960,475434.2605547960,479598.4791324150,266292730567.62200,9457634085469.710
2024-10-20T00:00:00.000Z,2787,485477.2518234820,492573.7963439690,483673.2058860490,490036.3200830360,134753938563.67600,9687737532139.7
2024-10-19T00:00:00.000Z,2787,485897.8884581180,487666.4436648940,483097.3758162780,485498.4579995160,102574833440.4770,9598333159059.480
2024-10-18T00:00:00.000Z,2787,480293.730558725,489802.4517304580,478588.2124130220,485896.5560675100,262570443562.3060,9636004259186.750
2024-10-17T00:00:00.000Z,2787,481393.0363001810,483494.1710708390,474656.0554675840,480156.4138001510,233451522857.50500,9488857278858.69
2024-10-16T00:00:00.000Z,2787,477275.2857095190,486360.2962741210,475368.8567338280,481362.0043040760,271911554291.26400,9515945177651.8
2024-10-15T00:00:00.000Z,2787,468165.013537167,483059.6082738520,461396.1158258330,477272.3460207200,346347116787.6470,9393778276021.950
2024-10-14T00:00:00.000Z,2787,444099.360462744,471241.2167048450,441228.7485936750,468115.141912918,308842107013.81300,9226083465823.37
2024-10-13T00:00:00.000Z,2787,446593.515756778,447097.220367227,438356.2159806730,444120.3854382090,128463186436.00600,8779804670149.840
2024-10-12T00:00:00.000Z,2787,441246.1555153230,448341.7921587530,441236.6440345450,446534.5396192500,118317236341.66000,8826558997565.500
2024-10-11T00:00:00.000Z,2787,426810.5381702120,448041.2672676120,425384.7692060480,441249.4851154560,214746489628.39100,8740102903664.150
2024-10-10T00:00:00.000Z,2787,428998.818691699,433635.6077887420,416966.2922377980,426803.7207896740,215645508734.3810,8436665067725.460
2024-10-09T00:00:00.000Z,2787,438575.4282180650,441156.1082130950,426935.9339831790,429000.03159561,195323930307.19600,8452416394833.370
2024-10-08T00:00:00.000Z,2787,436808.3932731570,445656.8256581200,436597.0063784800,438577.1346907520,197509642496.53500,8621072211642.610
2024-10-07T00:00:00.000Z,2787,440895.9188536890,452369.0415282440,436310.9129883440,436920.0197639870,240408629181.6510,8631226331452.740
2024-10-06T00:00:00.000Z,2787,437674.3208349330,441878.5838240200,435898.9745420790,440894.8319907660,104166536858.25200,8752497073078.680
2024-10-05T00:00:00.000Z,2787,437551.8269600540,439690.7685266290,434886.8713800910,437709.3006575970,93797823614.17940,8650013204464.180
2024-10-04T00:00:00.000Z,2787,428083.1640985760,440360.248450748,426055.1498989610,437550.8890135710,208462197874.34900,8643084180676.560
2024-10-03T00:00:00.000Z,2787,426773.880862593,433147.7171666170,421888.0852963400,428116.8176893190,254142450460.37200,8451144543453.580
2024-10-02T00:00:00.000Z,2787,427764.5330040020,438910.8138033780,422264.5150877500,426775.9927453520,286619006266.703,8425196803311.93
2024-10-01T00:00:00.000Z,2787,444520.9337523280,450514.2816053930,423190.8185178170,427769.350009766,352475551581.7990,8437797366519.66
2024-09-30T00:00:00.000Z,2787,460184.2925685040,460187.0462369150,441278.4729725920,444390.3497347990,260210078743.13400,8774374647033.13
2024-09-29T00:00:00.000Z,2787,461993.1669747480,463258.43203863,458915.8657382500,460188.8360050890,103690524132.30300,9094067818152.480
2024-09-28T00:00:00.000Z,2787,461315.0421620560,464563.9128441460,458972.1005144370,461984.4269656520,106883816451.71200,9129074144102.31
2024-09-27T00:00:00.000Z,2787,456903.4264988980,466101.0974410410,454878.8794992630,461304.382289446,224725870517.60600,9113016897965.320
2024-09-26T00:00:00.000Z,2787,444072.3530508160,461252.6878175320,440709.0965170670,456925.4731897400,259339784155.21700,9058395229910.810
2024-09-25T00:00:00.000Z,2787,452117.9491216610,455050.7405834250,442713.716860623,444104.6885780190,176328581444.0150,8771658807184.400
2024-09-24T00:00:00.000Z,2787,446599.8825554490,454897.9380338840,442756.7793537090,452113.5620435860,211134121634.41800,8960115742651.330
2024-09-23T00:00:00.000Z,2787,448804.7915604960,456183.8542446160,441646.9479314970,446627.0983513740,221431672789.96300,8823442323566.290
2024-09-22T00:00:00.000Z,2787,447067.9189719160,451275.2203828340,440325.7575698350,448844.3372750570,142330957417.73700,8867302408102.110
2024-09-21T00:00:00.000Z,2787,445569.6561849970,448101.4212530650,442740.1808258360,447054.0633286200,101608120722.02700,8832797323742.330
2024-09-20T00:00:00.000Z,2787,444870.0102430060,451760.5631017310,439788.968811523,445630.5409869230,248632196722.08400,8823111571349.070
2024-09-19T00:00:00.000Z,2787,436613.4821049280,451450.411023387,436321.0782459400,444863.1484200640,302474008718.44400,8806395576781.500
2024-09-18T00:00:00.000Z,2787,427801.9048323180,436704.924858406,419383.6637949540,436603.024742144,290767550954.46300,8639713861767.600
2024-09-17T00:00:00.000Z,2787,412788.5650306290,434939.5626229480,408796.2526878630,427798.6114284580,270089056629.61400,8451441814320.600
2024-09-16T00:00:00.000Z,2787,419842.243773673,419986.1288253160,407885.7494220140,412788.5474925630,227231230225.7610,8154882055991.890
2024-09-15T00:00:00.000Z,2787,425615.166320236,428319.1258794800,416385.7493803570,419825.2790079760,128541035909.84800,8293598545970.710
2024-09-14T00:00:00.000Z,2787,429647.0260080410,430268.4513216810,422190.0954938640,425646.3127313520,116534894387.93000,8407679031835.110
2024-09-13T00:00:00.000Z,2787,413748.3832933630,430206.7601571020,410341.9648495170,429662.5105814780,231254584623.10000,8515967901332.0200
2024-09-12T00:00:00.000Z,2787,408323.5290515740,416600.735458046,408230.4484423890,413730.6250341200,240933925590.4520,8176472120519.690
2024-09-11T00:00:00.000Z,2787,410573.8287031740,412880.8046541760,395583.9026096200,408317.7801216170,263856014534.1070,8066812041006.640
2024-09-10T00:00:00.000Z,2787,405675.1921803100,413254.6813130470,401593.3806852350,410579.8946515350,205310498004.24200,8101668025505.480
2024-09-09T00:00:00.000Z,2787,388839.5442495320,412921.9745641500,388123.885845315,405688.2878466420,245404221963.12200,7983993122266.920
2024-09-08T00:00:00.000Z,2787,383849.2791629560,391952.2727059840,380346.1337425630,388694.6283135600,129502063478.64900,7680226083732.22
2024-09-07T00:00:00.000Z,2787,382439.6839241570,388742.1308520860,380957.9718483580,383790.8445366490,135124971835.15600,7581459700098.800
2024-09-06T00:00:00.000Z,2787,398304.9117424500,403727.0101056500,372866.9220366800,382437.3097728370,350087939279.14100,7557052465364.800
2024-09-05T00:00:00.000Z,2787,412335.3342135430,414692.0328135870,395129.4381322710,398307.0238257140,220709077223.8540,7889216054946.140
2024-09-04T00:00:00.000Z,2787,408984.4843305370,416163.5367988620,396470.8618014410,412334.1783668410,253718962573.36900,8153448014383.010
2024-09-03T00:00:00.000Z,2787,420694.2271051230,425847.3164227130,408947.5864938210,408989.2871114090,189804761988.4780,8072810083764.800
2024-09-02T00:00:00.000Z,2787,406625.9116689950,422807.2895619720,405271.5489771090,420738.984128611,191772275587.09600,8279593208052.650
2024-09-01T00:00:00.000Z,2787,418278.6845043790,418933.1744742400,405851.7464417680,406615.4167282050,174436707072.5890,8030148533613.640
2024-08-31T00:00:00.000Z,2787,419326.193882728,421561.3179439020,416852.861532965,418279.3861001870,87979058449.31800,8260077113396.640
2024-08-30T00:00:00.000Z,2787,421451.2132449470,425046.2832189650,409590.4318151540,419340.3465408340,229165545826.5920,8284815248380.450
2024-08-29T00:00:00.000Z,2787,420588.4201917210,434321.3146547330,417299.9108962880,421448.2254191420,229612725394.14600,8356131166847.060
2024-08-28T00:00:00.000Z,2787,423940.4059188200,429148.5501792050,412511.5964226950,420589.54772058,287026887866.8130,8303741284844.540
2024-08-27T00:00:00.000Z,2787,447640.6441149640,450215.0760935940,414046.9831483920,423913.3916449330,278380537365.5680,8365115893500.860
2024-08-26T00:00:00.000Z,2787,458438.3562751310,459489.157959789,447426.0163843680,447647.4089597460,197234539499.29800,8846354462728.87
2024-08-25T00:00:00.000Z,2787,457134.6802546450,462976.0000412960,454692.5384422690,458376.5023072000,134111472731.4720,9048281857456.56
2024-08-24T00:00:00.000Z,2787,456618.2734745280,459538.1810891790,453171.0323096730,457153.3682994460,152652201176.05700,9025992606840.090
2024-08-23T00:00:00.000Z,2787,431452.0986630370,462624.4156304810,431388.4829708630,456550.5158185120,303901753726.119,9043927938348.110
2024-08-22T00:00:00.000Z,2787,436325.8299987610,438036.3129384270,426805.7704019880,431458.9554877750,197059888455.5260,8503787960712.960
2024-08-21T00:00:00.000Z,2787,421154.5576961210,441089.1578339280,419787.6230079980,436374.8796451590,233582607919.56400,8618291473419.450
2024-08-20T00:00:00.000Z,2787,424569.0706210310,438148.7558528500,418270.7080691350,421138.8827818270,225605867816.521,8314754197809.850
2024-08-19T00:00:00.000Z,2787,419014.3066943000,425419.7957778400,412945.7129449710,424569.0742938890,185653803257.19600,8415557547712.780
2024-08-18T00:00:00.000Z,2787,426089.1621584780,431782.3673169230,418761.3033228820,419037.6090953230,127111584123.60900,8272128065970.560
2024-08-17T00:00:00.000Z,2787,421972.1484925860,427712.3028693100,421408.2664531510,426166.8275531520,97370086013.18720,8411591046676.340
2024-08-16T00:00:00.000Z,2787,412494.1865596550,428752.459930957,409267.531443113,421976.2563079550,210337631813.32400,8331627711602.020
2024-08-15T00:00:00.000Z,2787,419255.6511845470,428821.7079863290,402470.822982322,412492.9276589900,254709623231.52300,8111016930262.940
2024-08-14T00:00:00.000Z,2787,433605.3909415880,441308.0418849810,417402.7646902620,419284.2589167290,214342978300.53100,8294183866538.970
2024-08-13T00:00:00.000Z,2787,425880.7908530630,440482.7706998250,419355.2723048870,433594.7812506830,217601234348.8730,8584427898076.110
2024-08-12T00:00:00.000Z,2787,420859.5213549260,435484.5301438310,414258.2056874970,425868.6359501870,265753720848.63900,8397484457737.550
2024-08-11T00:00:00.000Z,2787,436773.7614834340,442749.1252980360,418168.5122460140,420860.1517195030,163112334811.59,8306507153657.060
2024-08-10T00:00:00.000Z,2787,436317.5073010410,440497.7156627770,432062.9030656710,436780.3590025250,112845584521.96400,8621112571830.730
